variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
clt,Total Cloud Cover Percentage,,Amon,4.87,694
evspsbl,Evaporation Including Sublimation and Transpiration,,Amon,4.87,1908
nlittersubsurf,Nitrogen Mass in Below-Ground Litter (non CWD),mon,Emon,4.86,3516
so,,dec,Odec,4.86,26
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Lmon,4.84,3395
utendepfd,,mon,EmonZ,4.80,567
ps,,mon,CFmon,4.78,343
o2min,,mon,Omon,4.76,14
epn100,,mon,Omon,4.74,966
fluc,,mon,Emon,4.72,993
ccb,,mon,Amon,4.67,68
evspsblpot,,day,Eday,4.65,3
nstem,Nitrogen Mass in Stem,,Emon,4.65,1507
dgw,,day,Eday,4.63,38
nother,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",mon,Emon,4.62,3814
rlus,Surface Upwelling Longwave Radiation,3hrPt,CF3hr,4.58,17
mcd,,mon,CFmon,4.56,19
hurs,Near-Surface Relative Humidity,,Amon,4.56,724
cltc,Convective Cloud Cover Percentage,3hrPt,CF3hr,4.55,15
vegheight,,mon,Emon,4.55,163
rsut,TOA Outgoing Shortwave Radiation,1hrCM,E1hrClimMon,4.53,9
sndmasswindrif,Snow Mass Rate of Change Through Wind Drift of Snow,mon,SImon,4.53,409
vqint,Northward Humidity Transport,,Emon,4.52,55
necblut,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],,Emon,4.50,460
depdust,,mon,Emon,4.48,82
sishevel,Maximum Shear of Sea-Ice Velocity Field,mon,SImon,4.48,106
orog,Surface Altitude,fx,fx,4.47,43457
thkcello,,fx,Ofx,4.45,2245
sistremax,Maximum Shear Stress in Sea Ice,mon,SImon,4.45,132
prc,Convective Precipitation,3hrPt,CF3hr,4.42,25
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,mon,EmonZ,4.41,387
cldnci,Ice Crystal Number Concentration of Cloud Tops,mon,Emon,4.39,48
ratree,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,4.38,1138
masso,Sea Water Mass,mon,Omon,4.38,84798
wtem,,mon,EmonZ,4.36,3904
tntmp,,mon,Emon,4.35,14
tauu,Surface Downward Eastward Wind Stress,3hrPt,CF3hr,4.34,22
rsdsdiff,,mon,Emon,4.32,656
prbigthetao,Sea Water Redistributed Conservative Temperature,,Emon,4.31,4
snm,Surface Snow Melt,mon,ImonGre,4.30,707
frfe,,mon,Omon,4.30,19
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hrPt,CF3hr,4.28,15
jo3,Photolysis Rate of Ozone (O3),mon,EmonZ,4.26,268
limndiat,,mon,Omon,4.22,34
rsus,,mon,ImonGre,4.20,371
wtd,,day,Eday,4.19,2
ffirenat,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],,Emon,4.19,2271
nroot,Nitrogen Mass in Roots,,Emon,4.18,1497
snm,Surface Snow Melt,mon,ImonAnt,4.16,694
sisaltmass,,mon,SImon,4.13,40
somint,,mon,Emon,4.13,14
opottempmint,,mon,Emon,4.12,22
ares,,day,Eday,4.12,42
prsnc,,3hr,E3hr,4.10,4
ocontempmint,,yr,Oyr,4.07,120
flittersoil,,mon,Lmon,4.04,470
mrsolut,,mon,Emon,4.04,2960
pon,,yr,Oyr,4.04,4
wetlandch4,Grid Averaged Methane Emissions from Wetlands,,Emon,4.03,192
sistresave,Average Normal Stress in Sea Ice,mon,SImon,4.02,116
phyp,,yr,Oyr,4.02,10
flulccresiduelut,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,,Emon,4.00,558
epfe100,,mon,Omon,4.00,1744
rsds,Surface Downwelling Shortwave Radiation,3hrPt,CF3hr,4.00,16
rhlitter,Carbon Mass Flux into Atmosphere Due to Heterotrophic Respiration from Litter on Land,,Emon,3.98,293
ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,,Emon,3.97,15
pasturefracc4,C4 Pasture Area Percentage,,Emon,3.96,5185
rsus,,mon,ImonAnt,3.95,336
rsut,,subhrPt,CFsubhr,3.94,52
masscello,,fx,Ofx,3.87,2211
fco2nat,,mon,Amon,3.87,444
cfadlidarsr532,,mon,Emon,3.85,1
od550aerso,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),,Emon,3.85,98
tauvpbl,,day,Eday,3.83,17
hfls,,mon,ImonGre,3.81,287
clittersurf,Carbon Mass in Above-Ground Litter,,Emon,3.81,1804
flulccatmlut,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],,Emon,3.75,527
hfgeou,,mon,Omon,3.73,242
u2,,mon,Emon,3.73,3
clittershrub,Carbon Mass in Litter on Shrub Tiles,mon,Emon,3.73,1308
rlds,,mon,ImonAnt,3.72,270
hfls,,mon,ImonAnt,3.72,287
dfr,,day,Eday,3.68,14
clivi,Ice Water Path,3hrPt,CF3hr,3.67,16
tas,,mon,ImonAnt,3.67,339
csoillut,carbon  in soil pool on Land-use tiles,yrPt,Eyr,3.64,1440
od443dust,Optical Thickness at 443nm Dust,,Emon,3.62,46
prra,Rainfall Flux over Land Ice,mon,ImonGre,3.62,533
limirrdiat,,mon,Omon,3.62,41
vegfrac,Total Vegetated Percentage Cover,yr,Eyr,3.61,15209
swelut,,mon,Emon,3.61,147
tas,,mon,ImonGre,3.61,344
od865dust,Dust Optical Depth at 865nm,,Emon,3.60,45
csoillut,carbon  in soil pool on Land-use tiles,yr,Eyr,3.60,2188
fclandtoocean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,,Emon,3.60,1652
rsdt,,subhrPt,CFsubhr,3.58,56
rsdt,TOA Incident Shortwave Radiation,1hrCM,E1hrClimMon,3.58,8
tos,Sea Surface Temperature,,Omon,3.57,2231
fraclut,Percentage of Grid Cell for Each Land-Use Tile,yr,Eyr,3.56,1666
clcalipsoice,,mon,Emon,3.55,10
prra,Rainfall Flux over Land Ice,mon,ImonAnt,3.52,541
psitem,,day,EdayZ,3.51,30
clittergrass,Carbon Mass in Litter on Grass Tiles,,Emon,3.50,2064
parag,Aragonite Production,yr,Oyr,3.50,20
wetdust,,mon,AERmon,3.49,410
clwvi,Condensed Water Path,3hrPt,CF3hr,3.48,16
clittersubsurf,Carbon Mass in Below-Ground Litter,,Emon,3.45,1818
clitterlut,Carbon  in Above and Below-Ground Litter Pools on Land-Use Tiles,yr,Eyr,3.44,2137
cveglut,Carbon in Vegetation on Land-Use Tiles,yrPt,Eyr,3.43,1423
prveg,,mon,Lmon,3.40,302
phydiaz,,yr,Oyr,3.40,37
rlus,Surface Upwelling Longwave Radiation,,Amon,3.38,634
rhshrub,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,3.38,1079
nppstem,Net Primary Production Allocated to Stem as Carbon Mass Flux [kgC m-2 s-1],,Emon,3.38,295
fngas,,mon,Emon,3.36,708
cveglut,Carbon in Vegetation on Land-Use Tiles,yr,Eyr,3.35,2193
netatmoslandco2flux,,mon,Emon,3.32,154
fediss,,yr,Oyr,3.32,8
limfediat,,mon,Omon,3.32,51
csoilabove1m,,mon,Emon,3.31,161
prsnsn,Fraction of Snowfall (Including Hail and Graupel) on Snow,day,Eday,3.30,38
clw,,subhrPt,CFsubhr,3.29,96
areacella,Grid-Cell Area for Atmospheric Grid Variables,fx,fx,3.28,112061
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,,EmonZ,3.27,264
fnnetmin,,mon,Emon,3.27,287
fclandtoocean,,mon,Emon,3.26,149
ocontempmint,,mon,Emon,3.26,9
nmineral,,mon,Emon,3.25,324
hfbasinpmdiff,Northward Ocean Heat Transport Due to Parameterized Mesoscale Diffusion,mon,Omon,3.23,14243
phypico,,yr,Oyr,3.23,30
clt,,prim6hr,Prim6hr,3.22,3
ci,Fraction of Time Convection Occurs in Cell,monC,Amon,3.22,42
rlds,,mon,ImonGre,3.22,249
cother,"Carbon Mass in Vegetation Components Other than Leaves, Stems and Roots",,Emon,3.21,1782
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonGre,3.21,484
clittercwd,Carbon Mass in Coarse Woody Debris,,Emon,3.20,1546
cllcalipso,,mon,CFmon,3.20,183
vegheighttree,Height of Trees,,Emon,3.18,134
pop,,yr,Oyr,3.18,2
rlut,TOA Outgoing Longwave Radiation,,Amon,3.15,622
epp100,,mon,Omon,3.15,2588
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonAnt,3.13,484
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,3.13,34
intppmisc,,mon,Omon,3.12,20
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,,EmonZ,3.12,257
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,,Emon,3.11,8
csoilshrub,Carbon Mass in Soil on Shrub Tiles,mon,Emon,3.10,1309
esn,,day,Eday,3.10,32
nlittercwd,Nitrogen Mass in Coarse Woody Debris,,Emon,3.09,1432
sistresave,,mon,SImon,3.08,13
cldicemxrat,,mon,Emon,3.07,1
bacc,,yr,Oyr,3.07,2
wtd,,mon,Emon,3.07,237
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,,EmonZ,3.07,871
fnproduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,,Emon,3.06,1150
sncis,Ice Sheet Snow Cover Percentage,mon,LImon,3.06,644
fnup,,mon,Emon,3.05,157
hfbasin,,mon,Omon,3.05,9064
mmrpm1,,mon,AERmon,3.03,217
rsus,Surface Upwelling Shortwave Radiation,,Amon,3.02,628
albdirbnd,Direct Surface Albedo for Each Band,3hrPt,E3hrPt,3.02,24
rsut,TOA Outgoing Shortwave Radiation,,Amon,3.01,592
rlds,Surface Downwelling Longwave Radiation,,Amon,3.00,616
mmrss,Sea-Salt Aerosol Mass Mixing Ratio,mon,Emon,2.99,180
nland,,mon,Emon,2.99,115
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,mon,EmonZ,2.98,1119
cltcalipso,CALIPSO Total Cloud Cover Percentage,3hrPt,E3hrPt,2.97,70
csoilgrass,Carbon Mass in Soil on Grass Tiles,,Emon,2.97,516
jo2,Photolysis Rate of Diatomic Molecular Oxygen,mon,EmonZ,2.96,277
fharvest,,mon,Lmon,2.95,296
dpco2nat,,mon,Omon,2.95,4060
nppleaf,,mon,Lmon,2.94,321
csoilslow,,mon,Lmon,2.94,148
nppgrass,,mon,Emon,2.93,164
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,3hrPt,E3hrPt,2.93,72
cldncl,Cloud Droplet Number Concentration of Cloud Tops,,Emon,2.93,42
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,,EmonZ,2.91,839
rsd,Downwelling Shortwave Radiation,fx,Efx,2.90,5847
cli,,subhrPt,CFsubhr,2.89,48
rsu,Upwelling Shortwave Radiation,fx,Efx,2.85,5851
fngasnonfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from All Processes Except Fire",,Emon,2.85,200
clcalipsoliq,,mon,Emon,2.84,8
gppgrass,,mon,Emon,2.84,513
cldwatmxrat,,mon,Emon,2.84,1
icfriver,,mon,Omon,2.84,107
hfss,,mon,ImonAnt,2.83,241
fnleach,,mon,Emon,2.83,684
sltbasin,Northward Ocean Salt Transport,mon,EmonZ,2.82,6231
fproductdecomplut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],,Emon,2.82,481
hfss,,mon,ImonGre,2.82,199
hfdsl,,day,Eday,2.81,17
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,,Emon,2.81,14
clittertree,Carbon Mass in Litter on Tree Tiles,,Emon,2.81,1730
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,yr,Oyr,2.80,76
sishevel,,mon,SImon,2.80,12
zostoga,,mon,Omon,2.79,38558
sistremax,,mon,SImon,2.79,12
chlmiscos,,mon,Omon,2.79,170
dslw,,day,Eday,2.79,2
eparag100,,mon,Omon,2.78,840
rsds,Surface Downwelling Shortwave Radiation,,Amon,2.78,589
fsn,,mon,Omon,2.78,22
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,,Emon,2.77,14
snicefreezis,Ice Sheet Surface Snow and Ice Refreeze Flux,mon,LImon,2.76,420
fnanthdisturb,Nitrogen Mass Flux out of Land Due to any Human Activity,,Emon,2.76,1135
phydiatos,,mon,Omon,2.75,44
treefracndldcd,,mon,Emon,2.75,1629
fnloss,,mon,Emon,2.75,275
tnta,,subhrPt,CFsubhr,2.74,221
snowmxrat,Mass Fraction of Snow in Air,,Emon,2.73,1
msftmz,Ocean Meridional Overturning Mass Streamfunction,,Omon,2.73,156
rlu,Upwelling Longwave Radiation,fx,Efx,2.73,5883
fnlittersoil,Total Nitrogen Mass Flux from Litter to Soil,,Emon,2.73,652
rlut,,subhrPt,CFsubhr,2.70,43
psl,Sea Level Pressure,,6hrPlevPt,2.69,1562
tr,,day,Eday,2.69,1
intpn2,,mon,Omon,2.68,30
fn2o,Total Land N2O Flux,,Emon,2.68,820
tnpeo,Tendency of Ocean Potential Energy Content,monC,Oclim,2.67,697
cproduct,Carbon Mass in Products of Land-Use Change,yrPt,Eyr,2.67,2131
cstem,,mon,Emon,2.66,176
mrros,Surface Runoff,,Lmon,2.64,775
cvegshrub,Carbon Mass in Vegetation on Shrub Tiles,,Emon,2.64,1796
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,,Emon,2.63,15
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,,Emon,2.63,14
tntmp,,subhrPt,CFsubhr,2.63,200
vsf,,mon,Omon,2.63,70
nveg,,mon,Emon,2.62,75
bigthetaoga,Global Average Sea Water Conservative Temperature,mon,Omon,2.62,61526
prsn,Snowfall Flux,,Amon,2.62,974
ocfriver,,mon,Omon,2.61,98
od440aer,,mon,AERmon,2.61,227
rld,Downwelling Longwave Radiation,fx,Efx,2.61,5945
rhsoil,,mon,Emon,2.59,165
physios,,mon,Omon,2.58,16
hfbasinpadv,Northward Ocean Heat Transport Due to Parameterized Eddy Advection,mon,Omon,2.57,13936
ccwd,,mon,Lmon,2.56,270
snmis,Ice Sheet Surface Snow Melt,mon,LImon,2.55,419
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,2.54,248
bddtdife,,yr,Oyr,2.53,4
fnfert,Total Nitrogen Added for Cropland Fertilisation (Artificial and Manure),,Emon,2.51,1737
hfls,,subhrPt,CFsubhr,2.50,38
emivoc,,mon,AERmon,2.49,249
rtmt,,subhrPt,CFsubhr,2.49,24
bddtdisi,,yr,Oyr,2.48,5
bddtalk,,yr,Oyr,2.47,5
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,yr,Oyr,2.46,66
gppshrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.46,1705
tntd,Tendency of Air Temperature Due to Numerical Diffusion,subhrPt,Esubhr,2.43,11
rhgrass,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.43,386
tntc,Tendency of Air Temperature Due to Convection,mon,EmonZ,2.42,1207
nppshrub,Net Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.42,1345
utendnogw,,mon,Emon,2.41,8
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,,Emon,2.41,13
sci,Fraction of Time Shallow Convection Occurs,monC,Amon,2.41,43
fvegfire,Carbon Mass Flux from Vegetation into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1],,Emon,2.40,89
dsn,,day,Eday,2.39,2
cltmodis,MODIS Total Cloud Cover Percentage,mon,Emon,2.39,235
rsut,,1hrCM,E1hrClimMon,2.39,21
co2s,,mon,Emon,2.38,26
nppother,Net Primary Production Allocated to Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.37,262
lwtoacsaer,TOA Clear-Sky longwave Radiative Forcing due to  Aerosols,,Emon,2.37,40
bddtdip,,yr,Oyr,2.37,6
rsdt,TOA Incident Shortwave Radiation,,Amon,2.35,629
rsutcs,,subhrPt,CFsubhr,2.34,24
ta,Air Temperature,,Amon,2.33,2
bddtdin,,yr,Oyr,2.33,4
opottemppsmadvect,,yr,Oyr,2.31,19
simprefrozen,,mon,SImon,2.31,124
va,Northward Wind,,6hrPlevPt,2.30,10061
flulccproductlut,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,,Emon,2.28,520
rhtree,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.28,387
ponos,,mon,Omon,2.27,11
pr,,subhrPt,CFsubhr,2.27,99
cwood,,mon,Emon,2.26,206
rlus,,mon,ImonAnt,2.26,215
fgco2abio,,mon,Omon,2.24,733
bsios,,mon,Omon,2.24,18
fdeforesttoatmos,,mon,Emon,2.21,164
co2mass,Total Atmospheric Mass of CO2,mon,Amon,2.21,28684
reffcclwtop,,day,Eday,2.21,5
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,,EmonZ,2.20,265
albsn,,day,Eday,2.20,126
tatp,,mon,AERmon,2.19,247
tslsilut,,mon,Emon,2.18,46
nlitter,,mon,Emon,2.18,99
frn,,mon,Omon,2.18,11
intppdiaz,,mon,Omon,2.17,19
gpplut,,mon,Emon,2.17,118
nmineralno3,Mineral Nitrate in the Soil,,Emon,2.17,82
sirdgconc,,mon,SImon,2.16,86
rashrub,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],,Emon,2.15,842
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,mon,Emon,2.14,5
rlus,,mon,ImonGre,2.12,181
ffireall,,mon,Emon,2.09,84
fanthdisturb,,mon,Emon,2.09,80
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,3hrPt,E3hrPt,2.09,72
flashrate,,mon,Emon,2.08,36
ppos,,mon,Omon,2.06,5
uas,Eastward Near-Surface Wind,,Amon,2.05,101
taslut,,mon,Emon,2.04,86
dissocos,,mon,Omon,2.04,71
csoiltree,Carbon Mass in Soil on Tree Tiles,,Emon,2.04,398
csoil,Carbon Mass in Model Soil Pool,yr,Eyr,2.04,2696
cvegtree,,mon,Emon,2.04,183
chldiazos,,mon,Omon,2.03,26
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,,Emon,2.01,11
ctotfirelut,"Total Carbon Loss from Natural and Managed Fire on Land-Use Tile, Including Deforestation Fires [kgC m-2 s-1]",,Emon,2.00,688
mmrbc,,mon,Emon,2.00,81
phynos,,mon,Omon,1.99,11
utendepfd,,day,EdayZ,1.99,3
deptho,,fx,Ofx,1.99,2955
emioa,,mon,AERmon,1.99,244
dpo2,,mon,Omon,1.98,97
cl,Percentage Cloud Cover,,Amon,1.97,4
tropoz,,mon,AERmon,1.96,297
chepsoa,,mon,AERmon,1.96,4782
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,,Emon,1.96,20
intpcalcite,,mon,Omon,1.92,17
vo,,dec,Odec,1.91,7
snicem,Surface Snow and Ice Melt Flux,mon,ImonGre,1.91,507
cldnci,Ice Crystal Number Concentration of Cloud Tops,,Emon,1.90,29
fharvesttoproduct,,mon,Emon,1.89,290
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,1hrCM,E1hrClimMon,1.88,4
snicem,Surface Snow and Ice Melt Flux,mon,ImonAnt,1.88,500
msftmrhompa,,mon,Omon,1.87,136
sfcwindmax,,mon,Emon,1.86,127
npproot,,mon,Lmon,1.86,92
climodis,MODIS Ice Cloud Area Percentage,mon,Emon,1.86,182
raleaf,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],,Emon,1.83,34
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],subhrPt,CFsubhr,1.83,5
hfibthermds,,mon,Omon,1.82,3
cveg,Carbon Mass in Vegetation,yr,Eyr,1.82,2340
hfds,Downward Heat Flux at Sea Water Surface,,Omon,1.82,6
clcalipso,,day,CFday,1.81,2
simprefrozen,Thickness of Refrozen Ice on Melt Pond,mon,SImon,1.81,85
tosga,,mon,Omon,1.81,9851
drynoy,,mon,AERmon,1.80,368
od550no3,,mon,AERmon,1.78,441
lwsnl,,mon,LImon,1.78,3382
phydiazos,,mon,Omon,1.78,18
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,,EmonZ,1.78,940
nmineralnh4,Mineral Ammonium in the Soil,,Emon,1.77,72
chlpicoos,,mon,Omon,1.77,14
bs550aer,Aerosol Backscatter Coefficient,6hrPt,6hrLev,1.76,4
limirrpico,,mon,Omon,1.76,13
wetlandch4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,,Emon,1.75,35
npptree,,mon,Emon,1.75,117
clhcalipso,CALIPSO High Level Cloud Area Percentage,3hrPt,E3hrPt,1.74,63
fbddtalk,,mon,Omon,1.74,333
fveglittersenescence,"Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf, Branch, and Root Senescence",,Emon,1.74,82
hflslut,,mon,Emon,1.73,28
reffclis,,mon,Emon,1.72,1
tpf,,mon,LImon,1.72,101
phypicoos,,mon,Omon,1.72,12
tauupbl,,day,Eday,1.71,12
fveglittermortality,Total Carbon Mass Flux from Vegetation to Litter as a Result of Mortality,,Emon,1.69,86
fnlandtoocean,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,,Emon,1.69,1474
raroot,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],,Emon,1.68,36
nppshrub,,mon,Emon,1.67,100
vegheighttree,,mon,Emon,1.66,61
rhlitter,,mon,Emon,1.65,70
snicemis,Ice Sheet Surface Snow and Ice Melt Flux,mon,LImon,1.64,454
vegheightgrass,Height of Grass,,Emon,1.63,81
thetaot300,,mon,Emon,1.62,377
csoilpools,,mon,Emon,1.61,31
prw,,subhrPt,CFsubhr,1.61,95
emiaco,Total Emission Rate of Anthropogenic CO,mon,AERmon,1.61,72
ch4global,Global Mean Mole Fraction of CH4,mon,Amon,1.60,6748
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],subhrPt,CFsubhr,1.60,1
clitter,Carbon Mass in Litter Pool,yr,Eyr,1.60,2284
limfepico,,mon,Omon,1.58,17
zg100,,day,AERday,1.58,8
limfediaz,,mon,Omon,1.58,15
bfeos,,mon,Omon,1.57,18
popos,,mon,Omon,1.56,10
tas,,subhrPt,CFsubhr,1.55,55
hfss,,subhrPt,CFsubhr,1.55,31
tomint,integral wrt depth of product of sea water density and prognostic temperature,,Emon,1.55,4
rsuslut,,mon,Emon,1.55,24
hfsslut,,mon,Emon,1.55,28
dispkevfo,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,monC,Oclim,1.55,415
spco2abio,,mon,Omon,1.55,18
tasmaxcrop,,mon,Emon,1.54,388
clwvic,Convective Condensed Water Path,,Emon,1.53,37
nh4os,,mon,Omon,1.53,12
c13land,Mass of 13C in All Terrestrial Carbon Pools,,Emon,1.53,40
gppc14,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],,Emon,1.52,47
albdiffbnd,Diffuse Surface Albedo for Each Band,3hrPt,E3hrPt,1.52,10
pctisccp,,mon,CFmon,1.51,43
reffclws,,mon,Emon,1.50,1
zg10,,day,AERday,1.50,12
msftyrhompa,,mon,Omon,1.50,2
evspsblsoi,Water Evaporation from Soil,,Lmon,1.49,14
limnpico,,mon,Omon,1.49,12
fngasfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",,Emon,1.49,206
tntc,Tendency of Air Temperature Due to Convection,,EmonZ,1.48,903
cllcalipso,,day,CFday,1.47,6
gpptree,,mon,Emon,1.46,77
fahlut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,mon,Emon,1.45,443
ttop,,mon,AERmon,1.44,48
vegheightshrub,Height of Shrubs,,Emon,1.42,68
edt,,mon,CFmon,1.42,1
n2oglobal,Global Mean Mole Fraction of N2O,mon,Amon,1.42,4126
rsdscsdiff,Surface Diffuse Downwelling Clear Sky Shortwave Radiation,,Emon,1.41,19
sidragbot,,mon,SImon,1.41,64
cltc,,mon,AERmon,1.40,281
evu,,mon,CFmon,1.40,1
drynh3,,mon,AERmon,1.40,276
sftgif,,mon,LImon,1.40,119
utendwtem,,day,EdayZ,1.39,22
ps,,subhrPt,CFsubhr,1.39,92
epfy,,mon,EmonZ,1.38,2181
vsfpr,,mon,Omon,1.38,12
c14soil,Mass of 14C in Soil Pool,,Emon,1.38,27
limirrdiaz,,mon,Omon,1.38,14
dissicabio,,yr,Oyr,1.37,3
rlutcs,,1hrCM,E1hrClimMon,1.36,17
icemis,Ice Sheet Surface Ice Melt Flux,mon,LImon,1.36,545
mfo,Sea Water Transport,mon,Omon,1.35,13795
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,,EmonZ,1.35,109
vegheightcrop,Height of Crops,,Emon,1.35,73
sconcdust,,mon,Emon,1.34,45
rsutcs,,1hrCM,E1hrClimMon,1.34,11
hfsbl,,day,Eday,1.34,2
ua,Eastward Wind,,6hrPlevPt,1.33,9336
wetlandch4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,,Emon,1.33,52
vsfevap,,mon,Omon,1.32,16
od550bb,Aerosol Optical Depth at 550nm Due to Biomass Burning,mon,AERmon,1.32,120
tntrs,,mon,EmonZ,1.31,281
wetnh4,,mon,AERmon,1.29,302
mmrbc,Elemental Carbon Mass Mixing Ratio,mon,Emon,1.29,105
emibvoc,,mon,AERmon,1.29,221
dtesn,,day,Eday,1.29,30
dcw,,day,Eday,1.27,1
rluslut,,mon,Emon,1.27,20
fco2antt,,mon,Amon,1.26,530
clhcalipso,,day,CFday,1.26,9
epfz,,mon,EmonZ,1.26,2355
gppc13,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],,Emon,1.24,41
ci,Fraction of Time Convection Occurs in Cell,3hrPt,CF3hr,1.23,11
vegheightgrass,,mon,Emon,1.23,52
hcl,,mon,AERmonZ,1.23,100
uo,,dec,Odec,1.21,4
cveggrass,,mon,Emon,1.21,126
utendvtem,,day,EdayZ,1.20,16
rtmt,Net Downward Radiative Flux at Top of Model,3hrPt,CF3hr,1.20,7
fnox,Total Land NOx Flux,mon,Emon,1.20,443
fvegsoil,,mon,Lmon,1.19,60
cproduct,Carbon Mass in Products of Land-Use Change,yr,Eyr,1.19,1094
intvadse,,mon,Emon,1.19,39
tnpeo,,yr,Oyr,1.19,13
emianox,Total Emission Rate of Anthropogenic NOx,mon,AERmon,1.19,51
hfdsn,,mon,LImon,1.17,660
fnfert,,mon,Emon,1.17,433
c14litter,Mass of 14C in Litter Pool,,Emon,1.16,27
dryo3,,mon,AERmon,1.16,213
icem,Surface Ice Melt Flux,mon,ImonAnt,1.16,431
noy,,mon,AERmonZ,1.16,107
icem,Surface Ice Melt Flux,mon,ImonGre,1.16,437
c14veg,Mass of 14C in Vegetation,,Emon,1.16,28
basin,,fx,Ofx,1.16,2371
sfriver,,mon,Omon,1.15,54
